comentario,marca,modelo
"Solo decir que es un producto indicado para toda persona que no quiere gastarse mucho dinero en un dispositivo de marca apple , pero que logre cumplir con todas las necesidades de un usuario promedio , es muy potente , tiene una muy buena cámara (cosa que no todos los teléfonos de android precio medio tienen),una muy buena pantalla muy bien calibrada , el mismo sistema de desbloqueo biométrico que el tope de gama de la marca y esta vigente en su software lo cual significa que tendrá muchos años de vida útil. Si no estás pensando en tener la mejor cámara del mercado y no quieres gastar sobre el millón , este es tu teléfono. Ya e recomendado a 2 familiares este teléfono (de hecho este que compré fue para uno de ellos) , todos felices",Apple,iPhone 11 128 GB 4GB RAM
Excelente celular a los que les gusta apple se dara cuenta las mejoras como de bateria y de camara y velocidad en todo sentido sin comparacion,Apple,iPhone 11 128 GB 4GB RAM
"Lo compre porque cumple con todas mis expectativas, buen precio",Apple,iPhone 11 128 GB 4GB RAM
"""Super producto"", feliz con mi primer iPhone, es maravilloso. Nos estamos conociendo y vamos regio! Recomendadisimo. Me llegó oportunamente.",Apple,iPhone 11 128 GB 4GB RAM
"Me pegué el salto de un iPhone SE de primera generación a esta bestia y ha sido un cambio del cielo a la tierra. De tamaño me cuesta un poco usarlo, y aún no me acostumbro a la falta de botón de inicio, pero ha sido la mejor inversión que he hecho. Efectivamente solo viene con cable, pero tengan cuidado (quienes vienen de un iPhone antiguo) que es un cable tipo C, o sea que el usb a lightning no les va a servir. Es una bala el telefono, y las actualizaciones que se le han hecho a las apps integradas son maravillosas. La cámara es espectacular, ambas lo son. Aunque pareciera que son pocos megapixeles, otros teléfonos no le hacen la competencia al iPhone, por más cámaras que tengan atrás. Respecto a la batería, son exactamente las 21:43 y aún me queda un 64% y eso que he estado mucho rato en Instagram, y para que tengan una referencia, lo desconecté al rededor de las 11 de la mañana. Hace mucho que soy usuaria de iPhone, y consideré el cambio de marca después de ver el precio, pero después de tener este equipo, ya no me cambio nunca más.",Apple,iPhone 11 128 GB 4GB RAM
Me encantó! Me llego muy rápido y el celular es excelente,Apple,iPhone 11 128 GB 4GB RAM
"Me encanto el celular…muy lindo,bueno,rápido y la batería dura mucho…lo único que no me gusto que venia sin audífonos ni cargador…por el precio los debería traer incluidos!!!",Apple,iPhone 11 128 GB 4GB RAM
Pase de un huawei nova 5t a este. Fue una buena decisión,Apple,iPhone 11 128 GB 4GB RAM
Tengo este celular hace 1 años lo compre en la tienda falabella y quede enamorada del color morado fue la mejor inversión que puede hacer uno gasta dinero pero Apple es lo mejor,Apple,iPhone 11 128 GB 4GB RAM
"El primero que compré nunca llegó, sin embargo, Falabella me respondió super rápido e hizo una nota de crédito. En 3 días regresaron mi dinero. Así que compré el mismo y me llegó en 2 días sin problema. Es hermoso, súper rápido. Compré los audífonos y cargador por separado, pero tampoco es tanto dinero. Y tiene Face ID, no huella, pero creo que es mejor.",Apple,iPhone 11 128 GB 4GB RAM
"Si bien es cierto que tiene cosas criticables (resolución y tipo de panel, o que no incluya un cargador rápido en la caja) compensa con otras muy buenas: 1) CAMARA: Es sencillamente increíble tanto de noche como de día, y la calidad de video no tiene competencia. No van a encontrar una cámara mejor por este precio (Por más megapixeles y lentes que nos quieran vender los chinos, son cosas que solo quedan en papel). 2) PROCESADOR: un A13, lo más potente del mercado. Punto. 3) BATERIA: En números no parece la gran cosa, pero es imposible agotarla en menos de un día, e incluso es fácil llegar al día y medio con tranquilidad. 4) SONIDO: Tanto por altavoces como auricular se escucha fuerte y claro. En resumen: Por 960 dolares te estás llevando un teléfono que en cámara, procesador y batería iguala a otros de 1600 dólares. Si quieres más: entonces paga más. En fin: Lo bueno compensa muy de sobra lo malo. Lo más equilibrado que ha hecho Apple hasta la fecha.",Apple,iPhone 11 128 GB 4GB RAM
Me sorprendió para bien y además llegó antes de la fecha indicada!,Apple,iPhone 11 128 GB 4GB RAM
"Lo compré en color rojo y es muy bonito, se siente la buena calidad del producto, viene sin adaptador de corriente, por lo cual tuve que comprar uno de carga rápida por internet, es lo único malo, gasté aprox 30 mil entre cargador, carcasa y mica protectora (recomiendo comprar por mercado libre, llega en 2 días). En un principio el celular se calienta, pero se soluciona desactivando las app en 2do plano. Recomiendo el producto.",Apple,iPhone 11 128 GB 4GB RAM
"Es de gran calidad, elegante y funciona de maravillas...gracias Falabella puesto cumplió con la entrega en forma adelantada...",Apple,iPhone 11 128 GB 4GB RAM
"Es muy buen celular. El envío fue muy rápido, me llego al segundo día de haberlo comprado. Lo único que no mencionan es que el cable del cargador es tipo C y no tipo USB.",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, si fuera más barato más se vendería.",Apple,iPhone 11 128 GB 4GB RAM
Tenía el XR y se nota la diferencia en el procesador y las cámaras. Es un teléfono 5⭐️ Funciona de maravillas. Su calidad y es hermoso estéticamente. Lo compré 128 gb con todos sus accesorios a 750.000 en la tienda física.,Apple,iPhone 11 128 GB 4GB RAM
"Tiene una pantalla con excelente tamaño, muy buena batería u una cámara bastante mejorada. Feliz",Apple,iPhone 11 128 GB 4GB RAM
"Afortunadamente lo compré con cargador y con audífonos. El cargador no lo uso, ya que es más cómodo usar el cable y el tiempo de carga no es tan lento. Es más lento la carga inalámbrica. Lo que si encuentro mal, es que ahora el iPhone 11 no tenga audífonos, ya que son caros y debería venir con audífonos. Entonces el precio normal debería bajar.",Apple,iPhone 11 128 GB 4GB RAM
es un muy buen telefono y bastante potente y ademas tiene una muy buena optimizacion de camara y una buena bateria.,Apple,iPhone 11 128 GB 4GB RAM
igual a la foto y características ofrecidas iguales a la oferta,Apple,iPhone 11 128 GB 4GB RAM
"Tenía uno que me gustaba mucho. Buen tamaño, lindas fotos. Se me extravió y decidí comprar uno igual",Apple,iPhone 11 128 GB 4GB RAM
Tamaño...tipo...color...corresponde. Excelente.,Apple,iPhone 11 128 GB 4GB RAM
Biena calidad aun k de camara esperaba mas lo que si es liviano en conoaracion o otros,Apple,iPhone 11 128 GB 4GB RAM
El equipo que ofrecieron es exactamente el que me entregaron,Apple,iPhone 11 128 GB 4GB RAM
Si es igual a la foto,Apple,iPhone 11 128 GB 4GB RAM
"Igual ala foto , pero no tiene los accesorios completos como audífonos , cargador",Apple,iPhone 11 128 GB 4GB RAM
Este modelo es realmente hermoso a precio accesible y el color que andaba buscando,Apple,iPhone 11 128 GB 4GB RAM
Fue fácil la compra buen precio para un dispositivo nuevo y perfecta la entrega Omitir,Apple,iPhone 11 128 GB 4GB RAM
todo corresponde a la información en la página,Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
"Buen tamaño de pantalla, conforme con el equipo, rápido y saca muy buenas fotos…",Apple,iPhone 11 128 GB 4GB RAM
"Bastante buena, todo es como en la descripción del producto",Apple,iPhone 11 128 GB 4GB RAM
El teléfono funciona bien y es recomendable. Color bonito pero importante comprar protector y carcasa para evitar que se ensucie tan rápido. No le doy 5 estrellas sólo porque el precio estaba un poco elevado.,Apple,iPhone 11 128 GB 4GB RAM
"Igual a la foto, color, tamaño, buen precio",Apple,iPhone 11 128 GB 4GB RAM
"Es igual a la de la foto, buena calidad el sistema muy rapido",Apple,iPhone 11 128 GB 4GB RAM
"Es genial, el tamaño ideal!! La foto no es referencial ya que es igual y se nota la buena calidad!!",Apple,iPhone 11 128 GB 4GB RAM
"Mi experiencia fue ready, lo malo q no trae cargador, ni audifonos",Apple,iPhone 11 128 GB 4GB RAM
Muy bueno,Apple,iPhone 11 128 GB 4GB RAM
"Excelente teléfono, salvó que el zoom de la cámara deja harto que desear con respecto a la versión pro.",Apple,iPhone 11 128 GB 4GB RAM
"Bueno producto para adquirir en el 2022 si buscas algo no muy caro, calidad y rendimiento. Las imágenes son bastante mejores que las del iPhone XS o SE.",Apple,iPhone 11 128 GB 4GB RAM
"El producto es de buena calidad, buen tamaño y muy bonito, lo malo es que no trae la caja del cargador",Apple,iPhone 11 128 GB 4GB RAM
Corresponde a lo anunciado y muy conforme,Apple,iPhone 11 128 GB 4GB RAM
Si lo compro en tienda y me dan la opción de pagar en cuotas.. De cuanto son las cuotas mensuales,Apple,iPhone 11 128 GB 4GB RAM
"Es bonito, tiene buena claridad, el diseño está bien, el tamaño también",Apple,iPhone 11 128 GB 4GB RAM
"Es rápido, la bateria dura mucho, el color no es igual a la imagen mostrada, este es mas oscuro. me gustó.",Apple,iPhone 11 128 GB 4GB RAM
Fue para regalo y gustó,Apple,iPhone 11 128 GB 4GB RAM
Buen producto bonito lo que si la batería dura solo el día,Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
"corresponde a lo descrito en características, mas capacidad que mi otro iphone, color muy bonito y suave, cumple con lo que necesitaba,",Apple,iPhone 11 128 GB 4GB RAM
Buena calidad con el precio,Apple,iPhone 11 128 GB 4GB RAM
Es tan seguro que perdí la clave del Apple ID y sin esta no puedes hacer prácticamente nada en el iPhone. Y el procedimiento no fue fácil tuve que comunicarme con soporte directamente con Apple desde la USA. Fue bastante tedioso recuperar la cuenta.,Apple,iPhone 11 128 GB 4GB RAM
Recomiendo el producto,Apple,iPhone 11 128 GB 4GB RAM
"Buena capacidad para guardar archivos, cumple su funcionalidad. Con mascarilla es difícil ocupar el desbloqueo por face ID",Apple,iPhone 11 128 GB 4GB RAM
"Tenía el 8plus , asta el momento conforme con el iPhone 11 lo mejor su desbloqueo facial muy rápido",Apple,iPhone 11 128 GB 4GB RAM
El color blanco le fascinó igual a la foto tamaño perfecto,Apple,iPhone 11 128 GB 4GB RAM
Muy buena de bien tamaño el cel,Apple,iPhone 11 128 GB 4GB RAM
"buen tamaño, color elegido,",Apple,iPhone 11 128 GB 4GB RAM
por qué ya no hay más stock de otros colores? en algún otro momento traerán más??,Apple,iPhone 11 128 GB 4GB RAM
Buena calidad. Tamaño adecuado.,Apple,iPhone 11 128 GB 4GB RAM
Alguien sabe si viene con su caja original?,Apple,iPhone 11 128 GB 4GB RAM
Producto con homologación errónea,Apple,iPhone 11 128 GB 4GB RAM
Es igual que en la foto,Apple,iPhone 11 128 GB 4GB RAM
"Me molestó que no viniera con el cargador macho dado que las versiones anteriores no son compatibles con el cable del 11 y el 12. Así que sí o sí, adicional al teléfono debes agregar este accesorio que te sugiere la página antes de culminar la compra. Carga muy rápido y la batería me dura con uso normal 2 días y medio. El material es más pesado que el 7 o el 8 que son de aluminio. El envío se demoró como 5 días y recuerden siempre revisar que el producto venga sellado antes de firmar. Y sin duda tomando esos detalles comentados, lo recomiendo 100% siempre con la calidad Iphone de lujo. Llegar y disfrutar del nuevo juguete :) ✨",Apple,iPhone 11 128 GB 4GB RAM
Renové el 7 x el 11 (128 ) algo mejorado poca diferencia,Apple,iPhone 11 128 GB 4GB RAM
"Les comento, que para todos los que preguntan que si viene con cargador y audifonos, que en la parte de ""Información del producto"" sale claramente que no vienen, ya que por el impacto ambiental este producto no lo trae... hasta en las fotos se muestra. Por eso está un ""poco"" más barato. Si quieren el equipo completo pueden buscar el otro Iphone 11 de 128 GB, que está un poco mas caro.",Apple,iPhone 11 128 GB 4GB RAM
Era como yo lo Quería,Apple,iPhone 11 128 GB 4GB RAM
"Es tal cual se describe, muy bonito y rápido. Tiene buena cámara",Apple,iPhone 11 128 GB 4GB RAM
Lastima que solo venta con el cable del cargador y no el enchufe. Tuve que comprar cargador aparte. Y malo que venta sin audifonos. por el precio debiese venir con estos accesorios. minimo el cargador,Apple,iPhone 11 128 GB 4GB RAM
El producto aunque estaba sellado llego sin el cable para cargar.,Apple,iPhone 11 128 GB 4GB RAM
Muy buen producto,Apple,iPhone 11 128 GB 4GB RAM
Insuficiente duración de la bateria.,Apple,iPhone 11 128 GB 4GB RAM
"Lo tengo hace dos semanas, la batería no alcanza a durar 24 horas. La Cámara pensé que era mejor",Apple,iPhone 11 128 GB 4GB RAM
Que celular más callampero me salió pésimo es lento malo un desastre absoluto. Pantalla y letra chica accesorios caros y sin ninguna gracia.Quiero devolución del dinero. Me he comprado más baratos y mucho mejores,Apple,iPhone 11 128 GB 4GB RAM
No logramos que se actualice la configuración,Apple,iPhone 11 128 GB 4GB RAM
"No lo he recibido y dicen que está entregado .Me tienen en el chat esperando hace mucho , rato, exijo una respuesta , donde y a quien le entregaron mi celular",Apple,iPhone 11 128 GB 4GB RAM
Excelente producto y llego muy rápido,Apple,iPhone 11 128 GB 4GB RAM
Pésima entrega móvil buen húmedo en una tremenda caha para el producto Había que abrir la caja para darse cuenta,Apple,iPhone 11 128 GB 4GB RAM
EL PRODUCTO DICE ENTREGADO Y NADIE LO HA RECIBIDO!,Apple,iPhone 11 128 GB 4GB RAM
"Rápido, buen tamaño y buenísima cámara. Lo malo fue el despacho. Habiendo pagado un servido más caro no fue entregado el día acordado.",Apple,iPhone 11 128 GB 4GB RAM
Se me abrió el equipo y jamás se me a caído y tampoco lo he golpeado ( hacen 4 meses que lo compre ) no se si será normal que se despegue la parte trasera,Apple,iPhone 11 128 GB 4GB RAM
Llegó al otro día sellado aún no lo uso pero es el segundo que compró trae solo el cable del cargador,Apple,iPhone 11 128 GB 4GB RAM
"El producto es tal cual a la foto, me encanta 😻",Apple,iPhone 11 128 GB 4GB RAM
"De buen tamaño, rápido y muy lindo.",Apple,iPhone 11 128 GB 4GB RAM
Excelente!!,Apple,iPhone 11 128 GB 4GB RAM
Llego en el tiempo indicado y en buenas condiciones,Apple,iPhone 11 128 GB 4GB RAM
"MI IPHONE ES HERMOSO, ES IGUAL A LA FOTO, TECNOLÓGICAMENTE ESPECTACULAR, BUENÍSIMA CÁMARA, LO AMO, ES SOÑADO, CUMPLE MIS EXPECTATIVAS.",Apple,iPhone 11 128 GB 4GB RAM
Excelente!!,Apple,iPhone 11 128 GB 4GB RAM
Llego en el tiempo indicado y en buenas condiciones,Apple,iPhone 11 128 GB 4GB RAM
"MI IPHONE ES HERMOSO, ES IGUAL A LA FOTO, TECNOLÓGICAMENTE ESPECTACULAR, BUENÍSIMA CÁMARA, LO AMO, ES SOÑADO, CUMPLE MIS EXPECTATIVAS.",Apple,iPhone 11 128 GB 4GB RAM
Excelente producto Llego muy rápido Y producto igual a la fotografía,Apple,iPhone 11 128 GB 4GB RAM
"Fue un buen regalo de navidad 🎄,es igual a la foto y la descripción",Apple,iPhone 11 128 GB 4GB RAM
muy buen producto y a buen precio,Apple,iPhone 11 128 GB 4GB RAM
"Es un excelente equipo, muy buena camara, lo recomiendo bastante y llega súper rápido",Apple,iPhone 11 128 GB 4GB RAM
"Es maravilloso, tamaño perfecto",Apple,iPhone 11 128 GB 4GB RAM
Excelente entrega 🚚,Apple,iPhone 11 128 GB 4GB RAM
Todo lo anterior porque ya tuve uno,Apple,iPhone 11 128 GB 4GB RAM
"Es el mismo de la foto, la calidad espectacular!!! La verdad me encanta y la experiencia de la compra no fue tan buena, ya que la página se caía y al colocar un correo erróneo no hace doble validación",Apple,iPhone 11 128 GB 4GB RAM
"Entrega muy rápido, incluso antes del plazo que habían dicho. El producto es igual a la foto, excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Muy bien , con el producto y sobre todo el despacho",Apple,iPhone 11 128 GB 4GB RAM
"Cumple con todo lo ofrecido, excelente calidad",Apple,iPhone 11 128 GB 4GB RAM
"Es todo tal como se ve en la foto y las descripciones, muy buen producto",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, como todos los productos Apple, el tamaño ideal, cámara buenísima",Apple,iPhone 11 128 GB 4GB RAM
"IPhone es espectacular, buena calidad, buen producto, el tamaño adecuado a mis necesidades.",Apple,iPhone 11 128 GB 4GB RAM
"El iPhone es igual a la fotografía, es un producto original, nuevo y en excelente estado",Apple,iPhone 11 128 GB 4GB RAM
reúne todas las características de lo que se pidió como teléfono,Apple,iPhone 11 128 GB 4GB RAM
"Excelente compra, rápida entrega y eficaz. Estoy muy satisfecha",Apple,iPhone 11 128 GB 4GB RAM
"Bello, hermoso , el color morado es precioso, funciona a la perfección; no cambio de marca ; pasé del 8 al 11; fotografías hermosas ; rápido ; el tamaño me acomoda muy bien ; la carga dura bastante y se carga muy rápido . Excelente compra ; recomendable al 1000%; llegó además antes de 24 hrs de haberlo comprado !!!.",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, buena cámara y buena batería, genial.",Apple,iPhone 11 128 GB 4GB RAM
Producto de excelentes características. Tamaño ideal. Tal como se muestra en las Fotografías. Durabilidad de batería extraordinaria. Muy satisfecha con la compra.,Apple,iPhone 11 128 GB 4GB RAM
"Buen tamaño, color corresponde a muestra por tienda online falabellal y es de excelente calidad, la cámara es fantástica, lo recomiendo 100%, para evitar problemas con el producto retire en tienda, cumplieron con el plazo indicado y nos atendieron muy bien en la tienda",Apple,iPhone 11 128 GB 4GB RAM
